timestamp,ueImsiComplete,numActiveUes,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1731142173900,2,1,0,0,1113,2,127,0,4,97,0,5,97,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142174000,2,1,0,0,1113,2,127,0,2,99,0,4,95,0,5,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142174100,2,1,0,0,1113,2,127,0,2,97,0,5,97,0,4,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142174200,2,1,0,0,1113,2,127,0,2,99,0,4,99,0,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142174300,2,1,0,0,1113,2,127,0,5,96,0,2,96,0,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142174400,2,1,0,0,1113,2,127,0,2,97,0,5,96,0,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142174500,2,1,0,0,1113,2,124,0,4,106,0,5,101,0,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142174600,2,1,0,0,1113,2,127,0,5,102,0,2,98,0,4,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142174700,2,1,0,0,1113,2,127,0,4,99,0,2,97,0,5,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142174800,2,1,0,0,1113,2,127,0,4,101,0,5,99,0,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142174900,2,1,0,0,1113,2,127,0,2,104,0,5,98,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142175000,2,1,0,0,1113,2,127,0,4,99,0,2,97,0,5,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142175100,2,1,0,0,1113,2,127,0,2,102,0,4,96,0,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142175200,2,1,0,0,1113,2,127,0,4,99,0,5,98,0,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142175300,2,1,0,0,1113,2,127,0,2,98,0,5,97,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142175400,2,1,0,0,1113,2,127,0,4,99,0,5,98,0,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142175500,2,1,0,0,1113,2,127,0,4,97,0,2,97,0,5,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142175600,2,1,0,0,1113,2,127,0,2,98,0,4,98,0,5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142175700,2,1,0,0,1113,2,127,0,2,96,0,5,96,0,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142175800,2,1,0,0,1113,2,126,0,5,98,0,4,96,0,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142175900,2,1,0,0,1113,2,127,0,4,96,0,2,94,0,5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142176000,2,1,0,0,1113,2,127,0,4,97,0,5,96,0,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142176100,2,1,0,0,1113,2,127,0,4,99,0,2,98,0,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142176200,2,1,0,0,1113,2,127,0,5,96,0,4,94,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142176300,2,1,0,0,1113,2,126,0,2,100,0,5,97,0,4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142176400,2,1,0,0,1113,2,127,0,4,99,0,5,98,0,2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142176500,2,1,0,0,1113,2,127,0,4,99,0,5,98,0,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142176600,2,1,0,0,1113,2,127,0,2,98,0,4,96,0,5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142176700,2,1,0,0,1113,2,127,0,4,100,0,2,98,0,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142176800,2,1,0,0,1113,2,124,0,2,96,0,5,96,0,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142176900,2,1,0,0,1113,2,126,0,2,96,0,4,96,0,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142177000,2,1,0,0,1113,2,126,0,2,98,0,5,96,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142177100,2,1,0,0,1113,2,127,0,5,97,0,2,96,0,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142177200,2,1,0,0,1113,2,127,0,5,98,0,2,97,0,4,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142177300,2,1,0,0,1113,2,119,0,2,98,0,4,97,0,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142177400,2,1,0,0,1113,2,127,0,5,97,0,2,94,0,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142177500,2,1,0,0,1113,2,124,0,4,98,0,5,96,0,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142177600,2,1,0,0,1113,2,127,0,2,101,0,5,97,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142177700,2,1,0,0,1113,2,126,0,4,100,0,5,97,0,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142177800,2,1,0,0,1113,2,127,0,2,98,0,5,97,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142177900,2,1,0,0,1113,2,127,0,2,99,0,5,98,0,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142178000,2,1,0,0,1113,2,123,0,5,99,0,2,98,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142178100,2,1,0,0,1113,2,127,0,4,99,0,2,97,0,5,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142178200,2,1,0,0,1113,2,127,0,4,101,0,2,99,0,5,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731142178300,2,1,0,0,1113,2,127,0,2,97,0,4,97,0,5,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
